employee_id,first_name,last_name,department,job_title,hire_date,home_district,home_address,home_lat,home_lng,reported_lat,reported_lng,work_district,work_address,work_lat,work_lng,distance_home_to_work_km,address_changes_last_year,last_verified_date,address_valid,gps_location_mismatch,is_anomaly,likely_to_relocate,relocation_score
RW-EMP-00249,Beatrice,Kayitesi,Ministry of Justice,Director,2020-06-30,Gasabo,"KG 242 St, Kanombe, Gasabo",-1.901468,30.112887,-1.903846,30.114223,Gasabo,"KG 103 St, Gikondo, Gasabo",-1.900348,30.106299,0.74,0,2024-05-17,1,0,0,0,0.02
RW-EMP-00250,Immaculee,Ntirenganya,Rwanda Revenue Authority,Inspector,2021-04-17,Gasabo,"NR 237 St, Kanombe, Gasabo",-1.90284,30.103374,-1.903819,30.103602,Gasabo,"RN 73 St, Kacyiru, Gasabo",-1.89486,30.115733,1.63,0,2024-09-26,1,0,0,0,0.06
RW-EMP-00251,Esperance,Uwimana,Rwanda Revenue Authority,Accountant,2023-05-07,Rwamagana,"KK 112 St, Nyamirambo, Rwamagana",-1.936487,30.43727,-1.935469,30.434463,Rwamagana,"KG 43 St, Gisozi, Rwamagana",-1.951707,30.440075,1.72,0,2024-10-09,1,0,0,0,0.03
RW-EMP-00252,Immaculee,Ingabire,Ministry of Finance,Nurse,2020-05-21,Huye,"KK 118 St, Kacyiru, Huye",-2.612638,29.737554,-2.612269,29.737462,Huye,"NR 93 St, Kagugu, Huye",-2.600474,29.741487,1.42,0,2024-03-13,1,0,0,0,0.04
RW-EMP-00253,Janvier,Uwase,Ministry of Finance,Supervisor,2020-07-30,Rwamagana,"KK 256 St, Gisozi, Rwamagana",-1.964399,30.427079,-1.96478,30.429065,Nyarugenge,"KN 92 St, Masaka, Nyarugenge",-1.940285,30.057338,41.13,0,2024-11-02,1,0,0,0,0.13
RW-EMP-00254,Immaculee,Uwimana,Rwanda Development Board,Analyst,2020-05-12,Kayonza,"NR 185 St, Kibagabaga, Kayonza",-1.897435,30.654671,-1.898471,30.65794,Kayonza,"KK 101 St, Masaka, Kayonza",-1.881719,30.658525,1.8,0,2024-08-03,1,0,0,0,0.09
RW-EMP-00255,Eric,Niyonzima,Ministry of Justice,Engineer,2018-10-18,Huye,"NR 463 St, Nyamirambo, Huye",-2.594787,29.73906,-2.592947,29.739477,Huye,"KN 236 St, Kagugu, Huye",-2.600865,29.744746,0.92,0,2024-11-29,1,0,0,0,0.08
RW-EMP-00256,Fidele,Ntirenganya,Rwanda Development Board,Specialist,2018-10-21,Nyarugenge,"RN 232 St, Kanombe, Nyarugenge",-1.940555,30.050895,-2.030239,30.124593,Nyarugenge,"KN 382 St, Kanombe, Nyarugenge",-1.944888,30.062098,1.33,0,2024-09-08,0,1,1,0,0.22
RW-EMP-00257,Vestine,Uwitonze,Ministry of Justice,Manager,2019-06-16,Gasabo,"KN 456 St, Kimironko, Gasabo",-1.880247,30.114191,-1.880445,30.114343,Gasabo,"KK 181 St, Gisozi, Gasabo",-1.902443,30.107302,2.58,0,2024-02-27,1,0,0,0,0.03
RW-EMP-00258,Olivier,Gashumba,Rwanda Development Board,Engineer,2018-08-12,Gasabo,"NR 182 St, Kagugu, Gasabo",-1.898725,30.103125,-1.898569,30.102108,Gasabo,"RN 307 St, Masaka, Gasabo",-1.896222,30.115075,1.36,0,2024-01-25,1,0,0,0,0.08
RW-EMP-00259,Vestine,Uwimana,Ministry of Justice,Inspector,2020-01-22,Muhanga,"KG 287 St, Kibagabaga, Muhanga",-2.082338,29.748808,-2.081017,29.746459,Muhanga,"KK 113 St, Kibagabaga, Muhanga",-2.085121,29.750619,0.37,0,2024-10-05,1,0,0,0,0.07
RW-EMP-00260,Odette,Ndayisaba,Ministry of ICT,Supervisor,2022-01-25,Muhanga,"RN 499 St, Gikondo, Muhanga",-2.088442,29.756606,-2.067669,29.754928,Muhanga,"RN 418 St, Kibagabaga, Muhanga",-2.074845,29.750051,1.68,0,2024-04-28,1,1,0,0,0.21
RW-EMP-00261,Pierre,Ndayisaba,Ministry of Education,Administrator,2020-04-14,Rwamagana,"NR 270 St, Kagugu, Rwamagana",-1.954513,30.420628,-1.955611,30.424745,Rwamagana,"KG 97 St, Gisozi, Rwamagana",-1.947603,30.43374,1.65,0,2024-03-20,1,0,0,0,0.06
RW-EMP-00262,Patrick,Uwimana,Ministry of Infrastructure,Technician,2022-12-13,Kicukiro,"NR 84 St, Gikondo, Kicukiro",-1.984322,30.09821,-1.983093,30.099341,Kicukiro,"KG 37 St, Kagugu, Kicukiro",-1.988922,30.099168,0.52,0,2024-07-15,1,0,0,0,0.07
RW-EMP-00263,Chantal,Ingabire,Rwanda National Police,Specialist,2018-09-04,Gasabo,"KN 248 St, Kibagabaga, Gasabo",-1.90188,30.099016,-1.902247,30.101537,Gasabo,"NR 65 St, Kimironko, Gasabo",-1.890027,30.109557,1.76,0,2024-01-06,1,0,0,0,0.09
RW-EMP-00264,Odette,Gashumba,Ministry of Health,Nurse,2022-11-06,Gasabo,"KK 87 St, Nyamirambo, Gasabo",-1.88576,30.106818,-1.887437,30.109315,Gasabo,"NR 226 St, Gisozi, Gasabo",-1.9005,30.105802,1.64,1,2024-02-19,1,0,0,0,0.16
RW-EMP-00265,Vestine,Niyonzima,Rwanda National Police,Director,2021-04-06,Rusizi,"KN 333 St, Kimironko, Rusizi",-2.481422,28.912818,-2.479306,28.916761,Rusizi,"NR 378 St, Kanombe, Rusizi",-2.482975,28.915267,0.32,0,2024-05-16,1,0,0,0,0.04
RW-EMP-00266,Pierre,Mukamana,Rwanda Development Board,Teacher,2022-11-25,Muhanga,"KG 448 St, Kimironko, Muhanga",-2.079695,29.752587,-2.076301,29.751286,Rusizi,"KK 59 St, Gisozi, Rusizi",-2.474408,28.905654,103.72,1,2024-06-01,1,0,0,0,0.46
RW-EMP-00267,Alexis,Munyakazi,Rwanda Development Board,Accountant,2023-06-16,Musanze,"RN 173 St, Gikondo, Musanze",-1.494648,29.635542,-1.495077,29.639667,Musanze,"KK 112 St, Masaka, Musanze",-1.50043,29.635386,0.64,0,2024-10-03,1,0,0,0,0.09
RW-EMP-00268,Immaculee,Bizimana,Ministry of Justice,Technician,2021-12-08,Musanze,"KK 371 St, Masaka, Musanze",-1.489273,29.630265,-1.491863,29.631196,Musanze,"KN 380 St, Kanombe, Musanze",-1.498312,29.626926,1.07,0,2024-02-07,0,0,0,0,0.06
RW-EMP-00269,Amina,Bizimana,Rwanda National Police,Inspector,2021-03-27,Rwamagana,"KG 66 St, Kimironko, Rwamagana",-1.941975,30.441544,-1.940189,30.442068,Muhanga,"RN 121 St, Gisozi, Muhanga",-2.086496,29.752243,78.18,1,2024-02-13,1,0,0,0,0.38
RW-EMP-00270,Janvier,Mutabazi,Ministry of Infrastructure,Coordinator,2020-06-18,Gasabo,"KN 488 St, Masaka, Gasabo",-1.900151,30.100979,-1.900269,30.101357,Gasabo,"KG 398 St, Masaka, Gasabo",-1.897887,30.111246,1.17,2,2024-01-15,1,0,0,0,0.26
RW-EMP-00271,Claudine,Mutabazi,Ministry of Health,Engineer,2020-01-23,Muhanga,"RN 347 St, Kacyiru, Muhanga",-2.086837,29.746062,-2.090903,29.745617,Muhanga,"KK 77 St, Kibagabaga, Muhanga",-2.085069,29.752545,0.75,0,2024-01-25,0,0,0,0,0.1
RW-EMP-00272,Alexis,Bizimana,Ministry of Health,Director,2020-06-10,Musanze,"KN 204 St, Masaka, Musanze",-1.496367,29.636765,-1.500656,29.635853,Musanze,"KG 7 St, Kagugu, Musanze",-1.499487,29.635778,0.36,1,2024-10-21,1,0,0,0,0.15
RW-EMP-00273,Yvonne,Mutabazi,Ministry of Infrastructure,Senior Officer,2018-08-25,Rubavu,"RN 307 St, Gisozi, Rubavu",-1.682356,29.262394,-1.679071,29.259342,Nyarugenge,"KG 286 St, Nyamirambo, Nyarugenge",-1.943409,30.059671,93.12,0,2024-09-03,1,0,0,0,0.33
RW-EMP-00274,Josiane,Kayitesi,Ministry of Infrastructure,Supervisor,2021-03-25,Rwamagana,"KG 359 St, Kagugu, Rwamagana",-1.961265,30.439413,-1.963446,30.442252,Rwamagana,"KN 63 St, Kibagabaga, Rwamagana",-1.954438,30.431971,1.12,0,2024-08-26,1,0,0,0,0.02
RW-EMP-00275,Rodrigue,Habimana,Ministry of Health,Teacher,2021-06-22,Rwamagana,"KG 230 St, Kanombe, Rwamagana",-1.939254,30.421763,-1.939607,30.421869,Rwamagana,"KK 316 St, Gisozi, Rwamagana",-1.944541,30.432364,1.31,1,2024-02-05,1,0,0,0,0.16
RW-EMP-00276,Chantal,Tuyisenge,Ministry of ICT,Nurse,2020-01-11,Rusizi,"KG 376 St, Kibagabaga, Rusizi",-2.493536,28.904259,-2.495203,28.905649,Rusizi,"KK 21 St, Gisozi, Rusizi",-2.47992,28.908358,1.58,0,2024-01-07,1,0,0,0,0.1
RW-EMP-00277,Janvier,Tuyisenge,Ministry of Health,Analyst,2021-02-09,Nyarugenge,"KN 60 St, Kacyiru, Nyarugenge",-1.933052,30.066578,-1.933376,30.065447,Nyarugenge,"RN 24 St, Kibagabaga, Nyarugenge",-1.946724,30.067137,1.52,0,2024-06-26,1,0,0,0,0.08
RW-EMP-00278,Rodrigue,Ntirenganya,Ministry of Education,Director,2019-01-21,Rubavu,"NR 59 St, Kagugu, Rubavu",-1.684425,29.253883,-1.681072,29.254506,Rubavu,"NR 487 St, Remera, Rubavu",-1.678748,29.257728,0.76,0,2024-10-11,1,0,0,0,0.03
RW-EMP-00279,Jean,Tuyisenge,Ministry of Education,Inspector,2021-01-27,Nyarugenge,"KK 472 St, Kagugu, Nyarugenge",-1.93901,30.07709,-1.939945,30.075167,Nyarugenge,"RN 420 St, Kibagabaga, Nyarugenge",-1.942211,30.06507,1.38,0,2024-03-13,1,0,0,0,0.03
RW-EMP-00280,Janvier,Uwitonze,Ministry of Justice,Supervisor,2021-09-24,Huye,"KN 184 St, Remera, Huye",-2.592139,29.751831,-2.591093,29.75195,Huye,"KG 487 St, Gisozi, Huye",-2.600731,29.732173,2.38,1,2024-05-02,1,0,0,0,0.13
RW-EMP-00281,Fidele,Tuyisenge,Ministry of Agriculture,Inspector,2019-10-10,Gasabo,"NR 326 St, Nyamirambo, Gasabo",-1.893166,30.119543,-1.893728,30.118861,Gasabo,"KN 194 St, Remera, Gasabo",-1.893141,30.114843,0.52,4,2024-03-28,1,0,0,0,0.4
RW-EMP-00282,Janvier,Uwase,Ministry of ICT,Director,2023-06-19,Kayonza,"KN 132 St, Kibagabaga, Kayonza",-1.900446,30.649731,-1.900081,30.649948,Kayonza,"KG 469 St, Remera, Kayonza",-1.882743,30.648483,1.97,4,2024-08-15,1,0,0,0,0.4
RW-EMP-00283,Odette,Uwitonze,Ministry of Infrastructure,Analyst,2019-02-02,Rubavu,"NR 333 St, Gisozi, Rubavu",-1.68319,29.258772,-1.685261,29.256001,Rubavu,"RN 113 St, Remera, Rubavu",-1.682571,29.257863,0.12,0,2024-10-06,1,0,0,0,0.09
RW-EMP-00284,Amina,Bizimana,Rwanda Revenue Authority,Teacher,2022-09-22,Musanze,"KG 163 St, Gisozi, Musanze",-1.511645,29.632857,-1.510072,29.630625,Musanze,"KK 20 St, Gikondo, Musanze",-1.503012,29.636695,1.05,2,2024-08-24,1,0,0,0,0.26
RW-EMP-00285,Yvonne,Bizimana,Ministry of ICT,Teacher,2019-05-06,Kicukiro,"NR 279 St, Nyamirambo, Kicukiro",-1.993584,30.098786,-1.993189,30.100215,Huye,"KG 286 St, Remera, Huye",-2.599853,29.732811,78.61,2,2024-05-22,1,0,0,0,0.48
RW-EMP-00286,Marie,Nkurunziza,Ministry of Infrastructure,Coordinator,2022-08-23,Gasabo,"KN 329 St, Gikondo, Gasabo",-1.893304,30.118612,-1.889977,30.117659,Gasabo,"KK 278 St, Remera, Gasabo",-1.89672,30.109946,1.03,0,2024-12-13,1,0,0,0,0.05
RW-EMP-00287,Immaculee,Ndayisaba,Rwanda Development Board,Specialist,2020-09-12,Nyarugenge,"KN 395 St, Kacyiru, Nyarugenge",-1.942484,30.049195,-1.942273,30.049355,Nyarugenge,"KN 380 St, Kanombe, Nyarugenge",-1.943498,30.055207,0.68,2,2024-01-25,1,0,0,0,0.24
RW-EMP-00288,Fabiola,Mutabazi,Ministry of Education,Coordinator,2021-07-08,Huye,"KG 306 St, Kagugu, Huye",-2.595803,29.74724,-2.595752,29.74701,Huye,"NR 55 St, Remera, Huye",-2.595084,29.731101,1.79,1,2024-12-17,1,0,0,0,0.1
RW-EMP-00289,Emmanuel,Ntirenganya,Rwanda Revenue Authority,Administrator,2018-08-03,Nyarugenge,"KG 323 St, Masaka, Nyarugenge",-1.94861,30.07248,-1.949693,30.074246,Nyarugenge,"NR 436 St, Nyamirambo, Nyarugenge",-1.936801,30.060102,1.9,2,2024-10-12,1,0,0,0,0.19
RW-EMP-00290,Odette,Uwimana,Ministry of Education,Supervisor,2019-06-19,Rusizi,"KG 198 St, Gisozi, Rusizi",-2.46798,28.91782,-2.468474,28.917815,Rusizi,"KN 198 St, Remera, Rusizi",-2.481803,28.913992,1.59,0,2024-12-02,1,0,0,0,0.05
RW-EMP-00291,Esperance,Uwitonze,Ministry of Finance,Accountant,2018-12-04,Musanze,"KK 298 St, Kimironko, Musanze",-1.496455,29.642465,-1.49799,29.641576,Rubavu,"NR 170 St, Masaka, Rubavu",-1.681061,29.264975,46.64,1,2024-10-28,1,0,0,0,0.31
RW-EMP-00292,Esperance,Uwimana,Ministry of ICT,Engineer,2019-08-03,Huye,"RN 360 St, Kagugu, Huye",-2.608373,29.730841,-2.608291,29.730993,Muhanga,"KN 259 St, Nyamirambo, Muhanga",-2.091361,29.752991,57.44,0,2024-08-07,1,0,0,0,0.26
RW-EMP-00293,Celestin,Tuyisenge,Rwanda Revenue Authority,Director,2023-06-02,Kayonza,"KG 456 St, Kanombe, Kayonza",-1.900046,30.648075,-1.902049,30.648726,Kayonza,"NR 359 St, Kacyiru, Kayonza",-1.877345,30.65071,2.54,0,2024-08-18,1,0,0,0,0.02
RW-EMP-00294,Vestine,Niyonzima,Rwanda National Police,Supervisor,2021-04-16,Rwamagana,"RN 153 St, Masaka, Rwamagana",-1.955544,30.441492,-1.956898,30.445527,Rwamagana,"NR 322 St, Masaka, Rwamagana",-1.945333,30.429294,1.77,0,2024-11-15,1,0,0,0,0.04
RW-EMP-00295,Eric,Uwase,Ministry of ICT,Coordinator,2019-09-27,Rwamagana,"KN 195 St, Kanombe, Rwamagana",-1.949674,30.416461,-1.951692,30.415822,Musanze,"KN 58 St, Kibagabaga, Musanze",-1.505518,29.633324,99.94,0,2024-10-17,1,0,0,0,0.33
RW-EMP-00296,Fidele,Sibomana,Ministry of Health,Specialist,2021-01-09,Rwamagana,"KK 437 St, Remera, Rwamagana",-1.95117,30.435864,-1.948817,30.43962,Rwamagana,"KG 85 St, Masaka, Rwamagana",-1.946602,30.428945,0.92,0,2024-07-24,1,0,0,0,0.09
RW-EMP-00297,Vestine,Abayisenga,Rwanda National Police,Nurse,2018-05-24,Rusizi,"KK 27 St, Masaka, Rusizi",-2.47648,28.905996,-2.444359,28.966315,Rusizi,"KK 121 St, Kanombe, Rusizi",-2.485591,28.91306,1.28,2,2024-01-12,1,1,0,0,0.37
RW-EMP-00298,Emmanuel,Sibomana,Rwanda Development Board,Nurse,2022-05-11,Kicukiro,"NR 428 St, Gikondo, Kicukiro",-1.978458,30.093461,-1.976788,30.091006,Kicukiro,"NR 98 St, Gikondo, Kicukiro",-2.002482,30.100791,2.79,0,2024-09-04,1,0,0,0,0.04
RW-EMP-00299,Immaculee,Ingabire,Ministry of Infrastructure,Nurse,2023-04-24,Huye,"KK 294 St, Kacyiru, Huye",-2.599475,29.748196,-2.602093,29.749068,Huye,"KN 211 St, Remera, Huye",-2.597487,29.741913,0.73,0,2024-04-30,1,0,0,0,0.03
RW-EMP-00300,Fabiola,Uwitonze,Ministry of Infrastructure,Senior Officer,2020-08-22,Huye,"NR 115 St, Masaka, Huye",-2.598613,29.74165,-2.601015,29.741484,Huye,"NR 409 St, Masaka, Huye",-2.592176,29.739173,0.77,0,2024-09-13,1,0,0,0,0.08
RW-EMP-00301,Celestin,Niyonzima,Ministry of Education,Supervisor,2022-04-02,Gasabo,"RN 387 St, Gikondo, Gasabo",-1.900257,30.116637,-1.898738,30.120392,Kicukiro,"KG 19 St, Gikondo, Kicukiro",-2.000244,30.096222,11.33,0,2024-02-26,1,0,0,0,0.04
RW-EMP-00302,Celestin,Uwimana,Rwanda Revenue Authority,Engineer,2020-02-01,Muhanga,"KK 305 St, Kagugu, Muhanga",-2.083791,29.750364,-2.082941,29.749355,Muhanga,"KN 472 St, Gikondo, Muhanga",-2.083413,29.75078,0.06,0,2024-09-10,1,0,0,0,0.04
RW-EMP-00303,Eric,Habyarimana,Ministry of ICT,Supervisor,2019-03-20,Huye,"KG 125 St, Kagugu, Huye",-2.593273,29.737739,-2.625776,29.731745,Huye,"RN 437 St, Kanombe, Huye",-2.591992,29.738621,0.17,0,2024-02-06,1,1,0,0,0.23
RW-EMP-00304,Alexis,Munyakazi,Rwanda Development Board,Officer,2019-12-13,Rubavu,"KG 430 St, Remera, Rubavu",-1.69054,29.260062,-1.690019,29.25841,Rubavu,"KG 99 St, Gikondo, Rubavu",-1.685292,29.262086,0.62,0,2024-08-11,1,0,0,0,0.0
RW-EMP-00305,Yvonne,Nkurunziza,Ministry of Agriculture,Inspector,2023-03-17,Muhanga,"KK 33 St, Remera, Muhanga",-2.078007,29.747028,-2.077607,29.74676,Muhanga,"KN 190 St, Kacyiru, Muhanga",-2.081569,29.758087,1.29,1,2024-02-06,1,0,0,0,0.18
RW-EMP-00306,Vestine,Habimana,Ministry of Finance,Accountant,2019-08-26,Gasabo,"KG 225 St, Nyamirambo, Gasabo",-1.899092,30.126009,-1.899839,30.122094,Gasabo,"NR 422 St, Masaka, Gasabo",-1.897442,30.118857,0.81,0,2024-06-14,1,0,0,0,0.07
RW-EMP-00307,Claudine,Gashumba,Ministry of Education,Inspector,2021-04-21,Kicukiro,"RN 204 St, Kimironko, Kicukiro",-2.00036,30.11148,-2.002082,30.110416,Kicukiro,"NR 105 St, Masaka, Kicukiro",-1.986583,30.098684,2.09,0,2024-02-24,1,0,0,0,0.05
RW-EMP-00308,Odette,Habimana,Rwanda Development Board,Technician,2021-08-27,Nyarugenge,"KK 424 St, Nyamirambo, Nyarugenge",-1.94645,30.070072,-1.946218,30.069745,Nyarugenge,"NR 182 St, Gikondo, Nyarugenge",-1.942129,30.062282,0.99,1,2024-04-28,1,0,0,0,0.1
RW-EMP-00309,Celestin,Ndayisaba,Rwanda Development Board,Supervisor,2018-11-16,Rusizi,"RN 296 St, Nyamirambo, Rusizi",-2.469806,28.907505,-2.470184,28.908386,Rusizi,"RN 161 St, Gikondo, Rusizi",-2.484422,28.909753,1.64,1,2024-01-10,0,0,0,0,0.15
RW-EMP-00310,Pierre,Uwitonze,Rwanda Revenue Authority,Officer,2020-02-19,Kayonza,"NR 319 St, Nyamirambo, Kayonza",-1.880912,30.644667,-1.881302,30.646781,Kayonza,"KN 371 St, Gikondo, Kayonza",-1.878161,30.643778,0.32,0,2024-12-17,1,0,0,0,0.03
RW-EMP-00311,Olivier,Uwase,Ministry of Justice,Supervisor,2018-01-16,Huye,"KG 406 St, Kagugu, Huye",-2.592964,29.749503,-2.590732,29.749711,Huye,"RN 163 St, Gikondo, Huye",-2.592828,29.735416,1.56,0,2024-02-18,1,0,0,0,0.02
RW-EMP-00312,Alexis,Habimana,Rwanda National Police,Nurse,2018-08-17,Nyarugenge,"KG 250 St, Kibagabaga, Nyarugenge",-1.940546,30.057953,-1.940193,30.060133,Kicukiro,"KG 174 St, Kibagabaga, Kicukiro",-1.996725,30.10489,8.13,0,2024-07-21,1,0,0,0,0.11
RW-EMP-00313,Fabiola,Mukamana,Rwanda Development Board,Director,2021-05-02,Rubavu,"KN 356 St, Gisozi, Rubavu",-1.683873,29.259894,-1.684206,29.257939,Rubavu,"KG 228 St, Gikondo, Rubavu",-1.686947,29.257159,0.46,0,2024-07-12,1,0,0,0,0.03
RW-EMP-00314,Chantal,Munyakazi,Ministry of Education,Nurse,2018-03-29,Muhanga,"KN 295 St, Kimironko, Muhanga",-2.082914,29.749595,-2.08404,29.74788,Muhanga,"KK 456 St, Kagugu, Muhanga",-2.083457,29.749941,0.07,0,2024-04-20,1,0,0,0,0.03
RW-EMP-00315,Odette,Mukamana,Ministry of Agriculture,Inspector,2021-02-07,Nyarugenge,"KK 246 St, Nyamirambo, Nyarugenge",-1.933865,30.073844,-1.936153,30.072634,Nyarugenge,"RN 154 St, Kibagabaga, Nyarugenge",-1.941866,30.053887,2.39,0,2024-08-05,1,0,0,0,0.08
RW-EMP-00316,Solange,Abayisenga,Ministry of Finance,Nurse,2021-01-25,Kayonza,"KG 431 St, Gikondo, Kayonza",-1.891086,30.644682,-1.893834,30.642622,Musanze,"KK 106 St, Gikondo, Musanze",-1.501363,29.634365,120.2,3,2024-12-16,0,0,1,1,0.55
RW-EMP-00317,Chantal,Ndayisaba,Ministry of Justice,Accountant,2019-10-29,Musanze,"NR 192 St, Masaka, Musanze",-1.500044,29.637364,-1.499609,29.639913,Musanze,"KN 8 St, Gisozi, Musanze",-1.502216,29.628701,0.99,1,2024-07-09,1,0,0,0,0.18
RW-EMP-00318,Pierre,Uwitonze,Rwanda Development Board,Manager,2019-08-03,Musanze,"KG 188 St, Gikondo, Musanze",-1.504328,29.648264,-1.502972,29.649314,Musanze,"NR 171 St, Gikondo, Musanze",-1.491894,29.631679,2.3,1,2024-04-23,1,0,0,0,0.09
RW-EMP-00319,Emmanuel,Nkurunziza,Rwanda National Police,Administrator,2022-07-02,Gasabo,"KK 88 St, Kimironko, Gasabo",-1.900744,30.119715,-1.897971,30.119331,Gasabo,"KN 471 St, Kacyiru, Gasabo",-1.898762,30.113872,0.68,1,2024-11-13,0,0,0,0,0.12
RW-EMP-00320,Esperance,Bizimana,Rwanda Development Board,Manager,2019-05-10,Kicukiro,"KG 452 St, Gisozi, Kicukiro",-1.991346,30.101736,-1.989712,30.101389,Kicukiro,"NR 482 St, Kacyiru, Kicukiro",-1.990701,30.101142,0.1,0,2024-06-07,1,0,0,0,0.03
RW-EMP-00321,Esperance,Bizimana,Ministry of ICT,Supervisor,2020-05-01,Kayonza,"NR 481 St, Kacyiru, Kayonza",-1.893387,30.644834,-1.894217,30.640901,Kayonza,"NR 398 St, Remera, Kayonza",-1.885776,30.656475,1.54,0,2024-02-10,0,0,0,0,0.08
RW-EMP-00322,Beatrice,Habimana,Rwanda National Police,Director,2020-12-04,Kayonza,"KG 44 St, Kimironko, Kayonza",-1.884258,30.648488,-1.885574,30.6475,Kayonza,"KK 410 St, Kanombe, Kayonza",-1.890548,30.651678,0.78,4,2024-11-10,0,0,1,0,0.42
RW-EMP-00323,Alexis,Ndayisaba,Ministry of Agriculture,Coordinator,2018-10-27,Muhanga,"KG 384 St, Masaka, Muhanga",-2.076611,29.753537,-2.075466,29.757591,Muhanga,"KG 333 St, Gikondo, Muhanga",-2.086472,29.752848,1.1,0,2024-03-08,1,0,0,0,0.01
RW-EMP-00324,Jean,Uwase,Ministry of Finance,Analyst,2019-12-23,Muhanga,"KN 72 St, Kacyiru, Muhanga",-2.074412,29.745564,-2.071648,29.744749,Muhanga,"KK 486 St, Remera, Muhanga",-2.080608,29.75203,0.99,0,2024-04-15,0,0,0,0,0.03
RW-EMP-00325,Solange,Uwase,Rwanda Revenue Authority,Specialist,2022-04-04,Gasabo,"NR 428 St, Nyamirambo, Gasabo",-1.890525,30.121547,-1.887626,30.119721,Gasabo,"KN 298 St, Kacyiru, Gasabo",-1.894711,30.114393,0.92,0,2024-10-20,1,0,0,0,0.08
RW-EMP-00326,Josiane,Ingabire,Ministry of ICT,Technician,2019-10-24,Gasabo,"NR 484 St, Kibagabaga, Gasabo",-1.89195,30.111456,-1.891504,30.112204,Gasabo,"RN 279 St, Kagugu, Gasabo",-1.898213,30.118775,1.07,5,2024-02-18,1,0,0,0,0.47
RW-EMP-00327,Amina,Uwitonze,Ministry of Infrastructure,Specialist,2022-10-13,Rusizi,"KN 311 St, Kagugu, Rusizi",-2.477232,28.90856,-2.47409,28.910526,Rusizi,"NR 157 St, Kacyiru, Rusizi",-2.479193,28.907251,0.26,0,2024-04-02,1,0,0,0,0.09
RW-EMP-00328,Eric,Abayisenga,Rwanda National Police,Senior Officer,2019-05-22,Nyarugenge,"KK 167 St, Kacyiru, Nyarugenge",-1.941213,30.071165,-1.94198,30.069787,Nyarugenge,"RN 11 St, Nyamirambo, Nyarugenge",-1.943154,30.06228,1.01,1,2024-03-27,0,0,0,0,0.17
RW-EMP-00329,Immaculee,Kayitesi,Ministry of Finance,Supervisor,2021-08-05,Gasabo,"NR 432 St, Remera, Gasabo",-1.888882,30.114531,-1.892155,30.111482,Gasabo,"KK 474 St, Masaka, Gasabo",-1.895859,30.109465,0.96,0,2024-11-19,1,0,0,0,0.03
RW-EMP-00330,Rodrigue,Ingabire,Ministry of ICT,Director,2022-10-08,Rwamagana,"RN 138 St, Kacyiru, Rwamagana",-1.947281,30.435937,-1.944214,30.438396,Rwamagana,"KN 462 St, Nyamirambo, Rwamagana",-1.947045,30.429762,0.69,1,2024-10-17,1,0,0,0,0.16
RW-EMP-00331,Jean,Mukamana,Rwanda Development Board,Supervisor,2018-12-18,Kayonza,"KG 445 St, Gisozi, Kayonza",-1.874557,30.658705,-1.87481,30.659113,Gasabo,"KG 498 St, Kanombe, Gasabo",-1.902042,30.109633,61.02,0,2024-07-23,1,0,0,0,0.21
RW-EMP-00332,Olivier,Niyonzima,Ministry of Justice,Nurse,2020-02-29,Rusizi,"KN 165 St, Kagugu, Rusizi",-2.482103,28.892877,-2.481817,28.892005,Rubavu,"RN 311 St, Kagugu, Rubavu",-1.680344,29.252264,97.53,0,2024-08-25,1,0,0,0,0.36
RW-EMP-00333,Immaculee,Habyarimana,Ministry of Agriculture,Teacher,2022-11-08,Rwamagana,"KN 473 St, Kibagabaga, Rwamagana",-1.948325,30.422382,-1.945922,30.423136,Rwamagana,"NR 292 St, Remera, Rwamagana",-1.950351,30.436197,1.55,0,2024-10-08,1,0,0,0,0.01
RW-EMP-00334,Chantal,Niyonzima,Ministry of Health,Teacher,2020-10-04,Huye,"KN 312 St, Nyamirambo, Huye",-2.598886,29.734318,-2.59968,29.735967,Huye,"KN 24 St, Remera, Huye",-2.595016,29.743368,1.09,2,2024-08-26,1,0,0,0,0.21
RW-EMP-00335,Immaculee,Ntakirutimana,Ministry of Health,Coordinator,2022-04-30,Nyarugenge,"RN 487 St, Kacyiru, Nyarugenge",-1.936794,30.067291,-1.935293,30.064813,Nyarugenge,"KK 355 St, Kibagabaga, Nyarugenge",-1.943427,30.06371,0.84,0,2024-10-16,1,0,0,0,0.05
RW-EMP-00336,Janvier,Habyarimana,Ministry of Infrastructure,Senior Officer,2021-10-07,Rusizi,"KN 126 St, Gikondo, Rusizi",-2.476436,28.904114,-2.472693,28.902189,Rusizi,"KG 377 St, Kanombe, Rusizi",-2.474332,28.909175,0.61,4,2024-05-10,1,0,0,0,0.33
RW-EMP-00337,Celestin,Mutabazi,Ministry of ICT,Analyst,2021-10-07,Musanze,"KG 140 St, Gikondo, Musanze",-1.509381,29.634786,-1.510478,29.63318,Musanze,"KG 21 St, Kagugu, Musanze",-1.494303,29.632211,1.7,1,2024-02-18,0,0,0,0,0.1
